Date of analysis,Country,Total country population,Level 1,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
Mar 2021,SDN,46796616,West Darfur,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,White Nile,current,2021-04-01,2021-05-31,all,2716906,1.0
Mar 2021,SDN,46796616,White Nile,current,2021-04-01,2021-05-31,3+,415253,0.15
Mar 2021,SDN,46796616,White Nile,current,2021-04-01,2021-05-31,1,1382684,0.51
Mar 2021,SDN,46796616,White Nile,current,2021-04-01,2021-05-31,2,918969,0.34
Mar 2021,SDN,46796616,White Nile,current,2021-04-01,2021-05-31,3,298124,0.11
Mar 2021,SDN,46796616,White Nile,current,2021-04-01,2021-05-31,4,117128,0.04
Mar 2021,SDN,46796616,White Nile,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,White Nile,first projection,2021-06-01,2021-09-30,all,2716906,1.0
Mar 2021,SDN,46796616,White Nile,first projection,2021-06-01,2021-09-30,3+,489520,0.18
Mar 2021,SDN,46796616,White Nile,first projection,2021-06-01,2021-09-30,1,1072403,0.39
Mar 2021,SDN,46796616,White Nile,first projection,2021-06-01,2021-09-30,2,1154983,0.43
Mar 2021,SDN,46796616,White Nile,first projection,2021-06-01,2021-09-30,3,344527,0.13
Mar 2021,SDN,46796616,White Nile,first projection,2021-06-01,2021-09-30,4,144993,0.05
Mar 2021,SDN,46796616,White Nile,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,White Nile,second projection,2021-10-01,2022-02-28,all,2716906,1.0
Mar 2021,SDN,46796616,White Nile,second projection,2021-10-01,2022-02-28,3+,376896,0.14
Mar 2021,SDN,46796616,White Nile,second projection,2021-10-01,2022-02-28,1,1203817,0.44
Mar 2021,SDN,46796616,White Nile,second projection,2021-10-01,2022-02-28,2,1136193,0.42
Mar 2021,SDN,46796616,White Nile,second projection,2021-10-01,2022-02-28,3,259767,0.1
Mar 2021,SDN,46796616,White Nile,second projection,2021-10-01,2022-02-28,4,117128,0.04
Mar 2021,SDN,46796616,White Nile,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,West Kordofan,current,2021-04-01,2021-05-31,all,1679865,1.0
Mar 2021,SDN,46796616,West Kordofan,current,2021-04-01,2021-05-31,3+,230531,0.14
Mar 2021,SDN,46796616,West Kordofan,current,2021-04-01,2021-05-31,1,1049414,0.62
Mar 2021,SDN,46796616,West Kordofan,current,2021-04-01,2021-05-31,2,399920,0.24
Mar 2021,SDN,46796616,West Kordofan,current,2021-04-01,2021-05-31,3,195757,0.12
Mar 2021,SDN,46796616,West Kordofan,current,2021-04-01,2021-05-31,4,34774,0.02
Mar 2021,SDN,46796616,West Kordofan,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,West Kordofan,first projection,2021-06-01,2021-09-30,all,1679865,1.0
Mar 2021,SDN,46796616,West Kordofan,first projection,2021-06-01,2021-09-30,3+,304867,0.18
Mar 2021,SDN,46796616,West Kordofan,first projection,2021-06-01,2021-09-30,1,957321,0.57
Mar 2021,SDN,46796616,West Kordofan,first projection,2021-06-01,2021-09-30,2,417677,0.25
Mar 2021,SDN,46796616,West Kordofan,first projection,2021-06-01,2021-09-30,3,213103,0.13
Mar 2021,SDN,46796616,West Kordofan,first projection,2021-06-01,2021-09-30,4,91764,0.05
Mar 2021,SDN,46796616,West Kordofan,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,West Kordofan,second projection,2021-10-01,2022-02-28,all,1679865,1.0
Mar 2021,SDN,46796616,West Kordofan,second projection,2021-10-01,2022-02-28,3+,127715,0.08
Mar 2021,SDN,46796616,West Kordofan,second projection,2021-10-01,2022-02-28,1,1122131,0.67
Mar 2021,SDN,46796616,West Kordofan,second projection,2021-10-01,2022-02-28,2,430019,0.26
Mar 2021,SDN,46796616,West Kordofan,second projection,2021-10-01,2022-02-28,3,127715,0.08
Mar 2021,SDN,46796616,West Kordofan,second projection,2021-10-01,2022-02-28,4,0,0
Mar 2021,SDN,46796616,West Kordofan,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,Northern,current,2021-04-01,2021-05-31,all,998238,1.0
Mar 2021,SDN,46796616,Northern,current,2021-04-01,2021-05-31,3+,112115,0.11
Mar 2021,SDN,46796616,Northern,current,2021-04-01,2021-05-31,1,554963,0.56
Mar 2021,SDN,46796616,Northern,current,2021-04-01,2021-05-31,2,331160,0.33
Mar 2021,SDN,46796616,Northern,current,2021-04-01,2021-05-31,3,82450,0.08
Mar 2021,SDN,46796616,Northern,current,2021-04-01,2021-05-31,4,29666,0.03
Mar 2021,SDN,46796616,Northern,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,Northern,first projection,2021-06-01,2021-09-30,all,998238,1.0
Mar 2021,SDN,46796616,Northern,first projection,2021-06-01,2021-09-30,3+,143445,0.14
Mar 2021,SDN,46796616,Northern,first projection,2021-06-01,2021-09-30,1,488786,0.49
Mar 2021,SDN,46796616,Northern,first projection,2021-06-01,2021-09-30,2,366007,0.37
Mar 2021,SDN,46796616,Northern,first projection,2021-06-01,2021-09-30,3,110746,0.11
Mar 2021,SDN,46796616,Northern,first projection,2021-06-01,2021-09-30,4,32699,0.03
Mar 2021,SDN,46796616,Northern,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,Northern,second projection,2021-10-01,2022-02-28,all,998238,1.0
Mar 2021,SDN,46796616,Northern,second projection,2021-10-01,2022-02-28,3+,88772,0.09
Mar 2021,SDN,46796616,Northern,second projection,2021-10-01,2022-02-28,1,543329,0.54
Mar 2021,SDN,46796616,Northern,second projection,2021-10-01,2022-02-28,2,366136,0.37
Mar 2021,SDN,46796616,Northern,second projection,2021-10-01,2022-02-28,3,83032,0.08
Mar 2021,SDN,46796616,Northern,second projection,2021-10-01,2022-02-28,4,5740,0.01
Mar 2021,SDN,46796616,Northern,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,River Nile,current,2021-04-01,2021-05-31,all,1611582,1.0
Mar 2021,SDN,46796616,River Nile,current,2021-04-01,2021-05-31,3+,111938,0.07
Mar 2021,SDN,46796616,River Nile,current,2021-04-01,2021-05-31,1,1020250,0.63
Mar 2021,SDN,46796616,River Nile,current,2021-04-01,2021-05-31,2,479394,0.3
Mar 2021,SDN,46796616,River Nile,current,2021-04-01,2021-05-31,3,80579,0.05
Mar 2021,SDN,46796616,River Nile,current,2021-04-01,2021-05-31,4,31359,0.02
Mar 2021,SDN,46796616,River Nile,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,River Nile,first projection,2021-06-01,2021-09-30,all,1611582,1.0
Mar 2021,SDN,46796616,River Nile,first projection,2021-06-01,2021-09-30,3+,192517,0.12
Mar 2021,SDN,46796616,River Nile,first projection,2021-06-01,2021-09-30,1,856765,0.53
Mar 2021,SDN,46796616,River Nile,first projection,2021-06-01,2021-09-30,2,562300,0.35
Mar 2021,SDN,46796616,River Nile,first projection,2021-06-01,2021-09-30,3,161158,0.1
Mar 2021,SDN,46796616,River Nile,first projection,2021-06-01,2021-09-30,4,31359,0.02
Mar 2021,SDN,46796616,River Nile,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,River Nile,second projection,2021-10-01,2022-02-28,all,1611582,1.0
Mar 2021,SDN,46796616,River Nile,second projection,2021-10-01,2022-02-28,3+,115377,0.07
Mar 2021,SDN,46796616,River Nile,second projection,2021-10-01,2022-02-28,1,921228,0.57
Mar 2021,SDN,46796616,River Nile,second projection,2021-10-01,2022-02-28,2,574977,0.36
Mar 2021,SDN,46796616,River Nile,second projection,2021-10-01,2022-02-28,3,115377,0.07
Mar 2021,SDN,46796616,River Nile,second projection,2021-10-01,2022-02-28,4,0,0
Mar 2021,SDN,46796616,River Nile,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,East Darfur,current,2021-04-01,2021-05-31,all,1111246,1.0
Mar 2021,SDN,46796616,East Darfur,current,2021-04-01,2021-05-31,3+,191359,0.17
Mar 2021,SDN,46796616,East Darfur,current,2021-04-01,2021-05-31,1,450225,0.41
Mar 2021,SDN,46796616,East Darfur,current,2021-04-01,2021-05-31,2,469662,0.42
Mar 2021,SDN,46796616,East Darfur,current,2021-04-01,2021-05-31,3,136490,0.12
Mar 2021,SDN,46796616,East Darfur,current,2021-04-01,2021-05-31,4,54869,0.05
Mar 2021,SDN,46796616,East Darfur,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,East Darfur,first projection,2021-06-01,2021-09-30,all,1111246,1.0
Mar 2021,SDN,46796616,East Darfur,first projection,2021-06-01,2021-09-30,3+,314385,0.29
Mar 2021,SDN,46796616,East Darfur,first projection,2021-06-01,2021-09-30,1,299613,0.27
Mar 2021,SDN,46796616,East Darfur,first projection,2021-06-01,2021-09-30,2,497248,0.45
Mar 2021,SDN,46796616,East Darfur,first projection,2021-06-01,2021-09-30,3,229070,0.21
Mar 2021,SDN,46796616,East Darfur,first projection,2021-06-01,2021-09-30,4,85315,0.08
Mar 2021,SDN,46796616,East Darfur,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,East Darfur,second projection,2021-10-01,2022-02-28,all,1111246,1.0
Mar 2021,SDN,46796616,East Darfur,second projection,2021-10-01,2022-02-28,3+,124351,0.12
Mar 2021,SDN,46796616,East Darfur,second projection,2021-10-01,2022-02-28,1,713163,0.64
Mar 2021,SDN,46796616,East Darfur,second projection,2021-10-01,2022-02-28,2,273732,0.25
Mar 2021,SDN,46796616,East Darfur,second projection,2021-10-01,2022-02-28,3,105833,0.1
Mar 2021,SDN,46796616,East Darfur,second projection,2021-10-01,2022-02-28,4,18518,0.02
Mar 2021,SDN,46796616,East Darfur,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,Kassala,current,2021-04-01,2021-05-31,all,2729559,1.0
Mar 2021,SDN,46796616,Kassala,current,2021-04-01,2021-05-31,3+,454639,0.17
Mar 2021,SDN,46796616,Kassala,current,2021-04-01,2021-05-31,1,1286252,0.47
Mar 2021,SDN,46796616,Kassala,current,2021-04-01,2021-05-31,2,988668,0.36
Mar 2021,SDN,46796616,Kassala,current,2021-04-01,2021-05-31,3,298161,0.11
Mar 2021,SDN,46796616,Kassala,current,2021-04-01,2021-05-31,4,156478,0.06
Mar 2021,SDN,46796616,Kassala,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,Kassala,first projection,2021-06-01,2021-09-30,all,2729559,1.0
Mar 2021,SDN,46796616,Kassala,first projection,2021-06-01,2021-09-30,3+,581014,0.21
Mar 2021,SDN,46796616,Kassala,first projection,2021-06-01,2021-09-30,1,1050794,0.38
Mar 2021,SDN,46796616,Kassala,first projection,2021-06-01,2021-09-30,2,1097751,0.4
Mar 2021,SDN,46796616,Kassala,first projection,2021-06-01,2021-09-30,3,367032,0.13
Mar 2021,SDN,46796616,Kassala,first projection,2021-06-01,2021-09-30,4,213983,0.08
Mar 2021,SDN,46796616,Kassala,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,Kassala,second projection,2021-10-01,2022-02-28,all,2729559,1.0
Mar 2021,SDN,46796616,Kassala,second projection,2021-10-01,2022-02-28,3+,380098,0.14
Mar 2021,SDN,46796616,Kassala,second projection,2021-10-01,2022-02-28,1,1287930,0.47
Mar 2021,SDN,46796616,Kassala,second projection,2021-10-01,2022-02-28,2,1061531,0.39
Mar 2021,SDN,46796616,Kassala,second projection,2021-10-01,2022-02-28,3,275583,0.1
Mar 2021,SDN,46796616,Kassala,second projection,2021-10-01,2022-02-28,4,104516,0.04
Mar 2021,SDN,46796616,Kassala,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,North Kordofan,current,2021-04-01,2021-05-31,all,2147591,1.0
Mar 2021,SDN,46796616,North Kordofan,current,2021-04-01,2021-05-31,3+,423783,0.2
Mar 2021,SDN,46796616,North Kordofan,current,2021-04-01,2021-05-31,1,1161097,0.54
Mar 2021,SDN,46796616,North Kordofan,current,2021-04-01,2021-05-31,2,562712,0.26
Mar 2021,SDN,46796616,North Kordofan,current,2021-04-01,2021-05-31,3,383575,0.18
Mar 2021,SDN,46796616,North Kordofan,current,2021-04-01,2021-05-31,4,40208,0.02
Mar 2021,SDN,46796616,North Kordofan,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,North Kordofan,first projection,2021-06-01,2021-09-30,all,2147591,1.0
Mar 2021,SDN,46796616,North Kordofan,first projection,2021-06-01,2021-09-30,3+,526239,0.25
Mar 2021,SDN,46796616,North Kordofan,first projection,2021-06-01,2021-09-30,1,1015870,0.47
Mar 2021,SDN,46796616,North Kordofan,first projection,2021-06-01,2021-09-30,2,605482,0.28
Mar 2021,SDN,46796616,North Kordofan,first projection,2021-06-01,2021-09-30,3,407370,0.19
Mar 2021,SDN,46796616,North Kordofan,first projection,2021-06-01,2021-09-30,4,118868,0.06
Mar 2021,SDN,46796616,North Kordofan,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,North Kordofan,second projection,2021-10-01,2022-02-28,all,2147591,1.0
Mar 2021,SDN,46796616,North Kordofan,second projection,2021-10-01,2022-02-28,3+,354212,0.17
Mar 2021,SDN,46796616,North Kordofan,second projection,2021-10-01,2022-02-28,1,1237917,0.58
Mar 2021,SDN,46796616,North Kordofan,second projection,2021-10-01,2022-02-28,2,555462,0.26
Mar 2021,SDN,46796616,North Kordofan,second projection,2021-10-01,2022-02-28,3,314004,0.15
Mar 2021,SDN,46796616,North Kordofan,second projection,2021-10-01,2022-02-28,4,40208,0.02
Mar 2021,SDN,46796616,North Kordofan,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,South Kordofan,current,2021-04-01,2021-05-31,all,1959187,1.0
Mar 2021,SDN,46796616,South Kordofan,current,2021-04-01,2021-05-31,3+,386437,0.2
Mar 2021,SDN,46796616,South Kordofan,current,2021-04-01,2021-05-31,1,869214,0.44
Mar 2021,SDN,46796616,South Kordofan,current,2021-04-01,2021-05-31,2,703536,0.36
Mar 2021,SDN,46796616,South Kordofan,current,2021-04-01,2021-05-31,3,303783,0.16
Mar 2021,SDN,46796616,South Kordofan,current,2021-04-01,2021-05-31,4,82654,0.04
Mar 2021,SDN,46796616,South Kordofan,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,South Kordofan,first projection,2021-06-01,2021-09-30,all,1959187,1.0
Mar 2021,SDN,46796616,South Kordofan,first projection,2021-06-01,2021-09-30,3+,505362,0.26
Mar 2021,SDN,46796616,South Kordofan,first projection,2021-06-01,2021-09-30,1,786662,0.4
Mar 2021,SDN,46796616,South Kordofan,first projection,2021-06-01,2021-09-30,2,667163,0.34
Mar 2021,SDN,46796616,South Kordofan,first projection,2021-06-01,2021-09-30,3,343674,0.18
Mar 2021,SDN,46796616,South Kordofan,first projection,2021-06-01,2021-09-30,4,161688,0.08
Mar 2021,SDN,46796616,South Kordofan,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,South Kordofan,second projection,2021-10-01,2022-02-28,all,1959187,1.0
Mar 2021,SDN,46796616,South Kordofan,second projection,2021-10-01,2022-02-28,3+,295081,0.15
Mar 2021,SDN,46796616,South Kordofan,second projection,2021-10-01,2022-02-28,1,943881,0.48
Mar 2021,SDN,46796616,South Kordofan,second projection,2021-10-01,2022-02-28,2,720225,0.37
Mar 2021,SDN,46796616,South Kordofan,second projection,2021-10-01,2022-02-28,3,259417,0.13
Mar 2021,SDN,46796616,South Kordofan,second projection,2021-10-01,2022-02-28,4,35664,0.02
Mar 2021,SDN,46796616,South Kordofan,second projection,2021-10-01,2022-02-28,5,0,0
Oct 2020,SDN,45319635,Gedaref,first projection,2020-10-01,2020-12-31,all,2331140,1.0
Oct 2020,SDN,45319635,Gedaref,first projection,2020-10-01,2020-12-31,3+,478136,0.2
Oct 2020,SDN,45319635,Gedaref,first projection,2020-10-01,2020-12-31,1,935157,0.4
Oct 2020,SDN,45319635,Gedaref,first projection,2020-10-01,2020-12-31,2,917847,0.39
Oct 2020,SDN,45319635,Gedaref,first projection,2020-10-01,2020-12-31,3,397582,0.17
Oct 2020,SDN,45319635,Gedaref,first projection,2020-10-01,2020-12-31,4,80554,0.03
Oct 2020,SDN,45319635,Gedaref,first projection,2020-10-01,2020-12-31,5,0,0
Oct 2020,SDN,45319635,South Kordofan,first projection,2020-10-01,2020-12-31,all,1902123,1.0
Oct 2020,SDN,45319635,South Kordofan,first projection,2020-10-01,2020-12-31,3+,390026,0.2
Oct 2020,SDN,45319635,South Kordofan,first projection,2020-10-01,2020-12-31,1,657724,0.35
Oct 2020,SDN,45319635,South Kordofan,first projection,2020-10-01,2020-12-31,2,854373,0.45
Oct 2020,SDN,45319635,South Kordofan,first projection,2020-10-01,2020-12-31,3,290614,0.15
Oct 2020,SDN,45319635,South Kordofan,first projection,2020-10-01,2020-12-31,4,99413,0.05
Oct 2020,SDN,45319635,South Kordofan,first projection,2020-10-01,2020-12-31,5,0,0
Oct 2020,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,all,1564643,1.0
Oct 2020,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,3+,128254,0.08
Oct 2020,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,1,924195,0.59
Oct 2020,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,2,512195,0.33
Oct 2020,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,3,128254,0.08
Oct 2020,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,4,0,0
Oct 2020,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,5,0,0
Oct 2020,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,all,1748349,1.0
Oct 2020,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,3+,152063,0.09
Oct 2020,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,1,1030183,0.59
Oct 2020,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,2,566103,0.32
Oct 2020,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,3,141841,0.08
Oct 2020,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,4,10222,0.01
Oct 2020,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,5,0,0
Oct 2020,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,all,1510348,1.0
Oct 2020,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,3+,310457,0.2
Oct 2020,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,1,559588,0.37
Oct 2020,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,2,640304,0.42
Oct 2020,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,3,249135,0.16
Oct 2020,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,4,61321,0.04
Oct 2020,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,5,0,0
Oct 2020,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,all,2426498,1.0
Oct 2020,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,3+,560925,0.23
Oct 2020,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,1,643668,0.27
Oct 2020,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,2,1221904,0.5
Oct 2020,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,3,368863,0.15
Oct 2020,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,4,192062,0.08
Oct 2020,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,5,0,0
Oct 2020,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,all,2612410,1.0
Oct 2020,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,3+,479350,0.18
Oct 2020,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,1,976814,0.37
Oct 2020,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,2,1156246,0.44
Oct 2020,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,3,339933,0.13
Oct 2020,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,4,139417,0.05
Oct 2020,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,5,0,0
Oct 2020,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,all,3702165,1.0
Oct 2020,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,3+,363656,0.1
Oct 2020,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,1,1871528,0.51
Oct 2020,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,2,1466980,0.4
Oct 2020,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,3,363656,0.1
Oct 2020,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,4,0,0
Oct 2020,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,5,0,0
Oct 2020,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,all,5283870,1.0
Oct 2020,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,3+,751140,0.14
Oct 2020,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,1,2224301,0.42
Oct 2020,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,2,2308429,0.44
Oct 2020,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,3,700021,0.13
Oct 2020,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,4,51119,0.01
Oct 2020,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,5,0,0
Oct 2020,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,all,8497019,1.0
Oct 2020,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,3+,1274553,0.15
Oct 2020,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,1,3959611,0.47
Oct 2020,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,2,3262855,0.38
Oct 2020,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,3,849702,0.1
Oct 2020,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,4,424851,0.05
Oct 2020,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,5,0,0
Oct 2020,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,all,1078878,1.0
Oct 2020,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,3+,149743,0.14
Oct 2020,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,1,513038,0.48
Oct 2020,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,2,416097,0.39
Oct 2020,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,3,149743,0.14
Oct 2020,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,4,0,0
Oct 2020,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,5,0,0
Oct 2020,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,all,1838371,1.0
Oct 2020,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,3+,212747,0.12
Oct 2020,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,1,1242025,0.68
Oct 2020,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,2,383600,0.21
Oct 2020,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,3,212747,0.12
Oct 2020,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,4,0,0
Oct 2020,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,5,0,0
Oct 2020,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,all,1692165,1.0
Oct 2020,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,3+,278462,0.16
Oct 2020,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,1,1107282,0.65
Oct 2020,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,2,306421,0.18
Oct 2020,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,3,222383,0.13
Oct 2020,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,4,56080,0.03
Oct 2020,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,5,0,0
Oct 2020,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,all,1273283,1.0
Oct 2020,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,3+,240429,0.19
Oct 2020,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,1,440721,0.35
Oct 2020,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,2,592133,0.47
Oct 2020,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,3,195721,0.15
Oct 2020,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,4,44707,0.04
Oct 2020,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,5,0,0
Oct 2020,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,all,2624576,1.0
Oct 2020,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,3+,482310,0.18
Oct 2020,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,1,1068855,0.41
Oct 2020,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,2,1073411,0.41
Oct 2020,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,3,449324,0.17
Oct 2020,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,4,32987,0.01
Oct 2020,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,5,0,0
Oct 2020,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,all,1940794,1.0
Oct 2020,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,3+,432683,0.22
Oct 2020,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,1,824235,0.42
Oct 2020,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,2,683876,0.35
Oct 2020,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,3,371454,0.19
Oct 2020,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,4,61229,0.03
Oct 2020,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,5,0,0
Oct 2020,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,all,2016780,1.0
Oct 2020,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,3+,321868,0.16
Oct 2020,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,1,1000998,0.5
Oct 2020,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,2,693914,0.34
Oct 2020,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,3,279020,0.14
Oct 2020,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,4,42848,0.02
Oct 2020,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,5,0,0
Oct 2020,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,all,969164,1.0
Oct 2020,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,3+,90378,0.09
Oct 2020,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,1,527683,0.54
Oct 2020,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,2,351103,0.36
Oct 2020,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,3,90378,0.09
