Date of analysis,Country,Total country population,Level 1,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
Jun 2023,SDN,48579711,Northern,first projection,2023-07-01,2023-09-30,3+,374145,0.27
Jun 2023,SDN,48579711,Northern,first projection,2023-07-01,2023-09-30,1,327898,0.24
Jun 2023,SDN,48579711,Northern,first projection,2023-07-01,2023-09-30,2,684913,0.49
Jun 2023,SDN,48579711,Northern,first projection,2023-07-01,2023-09-30,3,251244,0.18
Jun 2023,SDN,48579711,Northern,first projection,2023-07-01,2023-09-30,4,122901,0.09
Jun 2023,SDN,48579711,Northern,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,Northern,second projection,2023-10-01,2024-02-29,all,1386956,1.0
Jun 2023,SDN,48579711,Northern,second projection,2023-10-01,2024-02-29,3+,255598,0.18
Jun 2023,SDN,48579711,Northern,second projection,2023-10-01,2024-02-29,1,494163,0.36
Jun 2023,SDN,48579711,Northern,second projection,2023-10-01,2024-02-29,2,637196,0.46
Jun 2023,SDN,48579711,Northern,second projection,2023-10-01,2024-02-29,3,186250,0.13
Jun 2023,SDN,48579711,Northern,second projection,2023-10-01,2024-02-29,4,69348,0.05
Jun 2023,SDN,48579711,Northern,second projection,2023-10-01,2024-02-29,5,0,0
May 2022,SDN,47881435,North Darfur,current,2022-04-01,2022-05-31,all,2467917,1.0
May 2022,SDN,47881435,North Darfur,current,2022-04-01,2022-05-31,3+,762895,0.31
May 2022,SDN,47881435,North Darfur,current,2022-04-01,2022-05-31,1,747054,0.3
May 2022,SDN,47881435,North Darfur,current,2022-04-01,2022-05-31,2,957968,0.39
May 2022,SDN,47881435,North Darfur,current,2022-04-01,2022-05-31,3,613617,0.25
May 2022,SDN,47881435,North Darfur,current,2022-04-01,2022-05-31,4,149278,0.06
May 2022,SDN,47881435,North Darfur,current,2022-04-01,2022-05-31,5,0,0
May 2022,SDN,47881435,North Darfur,first projection,2022-06-01,2022-09-30,all,2467917,1.0
May 2022,SDN,47881435,North Darfur,first projection,2022-06-01,2022-09-30,3+,883142,0.36
May 2022,SDN,47881435,North Darfur,first projection,2022-06-01,2022-09-30,1,675502,0.27
May 2022,SDN,47881435,North Darfur,first projection,2022-06-01,2022-09-30,2,909274,0.37
May 2022,SDN,47881435,North Darfur,first projection,2022-06-01,2022-09-30,3,704499,0.29
May 2022,SDN,47881435,North Darfur,first projection,2022-06-01,2022-09-30,4,178643,0.07
May 2022,SDN,47881435,North Darfur,first projection,2022-06-01,2022-09-30,5,0,0
May 2022,SDN,47881435,North Darfur,second projection,2022-10-01,2023-02-28,all,2467917,1.0
May 2022,SDN,47881435,North Darfur,second projection,2022-10-01,2023-02-28,3+,543959,0.22
May 2022,SDN,47881435,North Darfur,second projection,2022-10-01,2023-02-28,1,827417,0.34
May 2022,SDN,47881435,North Darfur,second projection,2022-10-01,2023-02-28,2,1096541,0.44
May 2022,SDN,47881435,North Darfur,second projection,2022-10-01,2023-02-28,3,443101,0.18
May 2022,SDN,47881435,North Darfur,second projection,2022-10-01,2023-02-28,4,100858,0.04
May 2022,SDN,47881435,North Darfur,second projection,2022-10-01,2023-02-28,5,0,0
May 2022,SDN,47881435,South Kordofan,current,2022-04-01,2022-05-31,all,2017962,1.0
May 2022,SDN,47881435,South Kordofan,current,2022-04-01,2022-05-31,3+,469161,0.23
May 2022,SDN,47881435,South Kordofan,current,2022-04-01,2022-05-31,1,943352,0.47
May 2022,SDN,47881435,South Kordofan,current,2022-04-01,2022-05-31,2,605448,0.3
May 2022,SDN,47881435,South Kordofan,current,2022-04-01,2022-05-31,3,341680,0.17
May 2022,SDN,47881435,South Kordofan,current,2022-04-01,2022-05-31,4,127481,0.06
May 2022,SDN,47881435,South Kordofan,current,2022-04-01,2022-05-31,5,0,0
May 2022,SDN,47881435,South Kordofan,first projection,2022-06-01,2022-09-30,all,2017962,1.0
May 2022,SDN,47881435,South Kordofan,first projection,2022-06-01,2022-09-30,3+,620999,0.31
May 2022,SDN,47881435,South Kordofan,first projection,2022-06-01,2022-09-30,1,723206,0.36
May 2022,SDN,47881435,South Kordofan,first projection,2022-06-01,2022-09-30,2,673757,0.33
May 2022,SDN,47881435,South Kordofan,first projection,2022-06-01,2022-09-30,3,423291,0.21
May 2022,SDN,47881435,South Kordofan,first projection,2022-06-01,2022-09-30,4,197708,0.1
May 2022,SDN,47881435,South Kordofan,first projection,2022-06-01,2022-09-30,5,0,0
May 2022,SDN,47881435,South Kordofan,second projection,2022-10-01,2023-02-28,all,2017962,1.0
May 2022,SDN,47881435,South Kordofan,second projection,2022-10-01,2023-02-28,3+,320177,0.16
May 2022,SDN,47881435,South Kordofan,second projection,2022-10-01,2023-02-28,1,902448,0.45
May 2022,SDN,47881435,South Kordofan,second projection,2022-10-01,2023-02-28,2,795337,0.39
May 2022,SDN,47881435,South Kordofan,second projection,2022-10-01,2023-02-28,3,220637,0.11
May 2022,SDN,47881435,South Kordofan,second projection,2022-10-01,2023-02-28,4,99540,0.05
May 2022,SDN,47881435,South Kordofan,second projection,2022-10-01,2023-02-28,5,0,0
May 2022,SDN,47881435,South Darfur,current,2022-04-01,2022-05-31,all,3912372,1.0
May 2022,SDN,47881435,South Darfur,current,2022-04-01,2022-05-31,3+,683883,0.18
May 2022,SDN,47881435,South Darfur,current,2022-04-01,2022-05-31,1,2266152,0.58
May 2022,SDN,47881435,South Darfur,current,2022-04-01,2022-05-31,2,962338,0.25
May 2022,SDN,47881435,South Darfur,current,2022-04-01,2022-05-31,3,546151,0.14
May 2022,SDN,47881435,South Darfur,current,2022-04-01,2022-05-31,4,137732,0.04
May 2022,SDN,47881435,South Darfur,current,2022-04-01,2022-05-31,5,0,0
May 2022,SDN,47881435,South Darfur,first projection,2022-06-01,2022-09-30,all,3912372,1.0
May 2022,SDN,47881435,South Darfur,first projection,2022-06-01,2022-09-30,3+,862001,0.22
May 2022,SDN,47881435,South Darfur,first projection,2022-06-01,2022-09-30,1,1889778,0.48
May 2022,SDN,47881435,South Darfur,first projection,2022-06-01,2022-09-30,2,1160592,0.3
May 2022,SDN,47881435,South Darfur,first projection,2022-06-01,2022-09-30,3,647691,0.17
May 2022,SDN,47881435,South Darfur,first projection,2022-06-01,2022-09-30,4,214311,0.05
May 2022,SDN,47881435,South Darfur,first projection,2022-06-01,2022-09-30,5,0,0
May 2022,SDN,47881435,South Darfur,second projection,2022-10-01,2023-02-28,all,3912372,1.0
May 2022,SDN,47881435,South Darfur,second projection,2022-10-01,2023-02-28,3+,473340,0.12
May 2022,SDN,47881435,South Darfur,second projection,2022-10-01,2023-02-28,1,2526747,0.65
May 2022,SDN,47881435,South Darfur,second projection,2022-10-01,2023-02-28,2,912284,0.23
May 2022,SDN,47881435,South Darfur,second projection,2022-10-01,2023-02-28,3,445722,0.11
May 2022,SDN,47881435,South Darfur,second projection,2022-10-01,2023-02-28,4,27619,0.01
May 2022,SDN,47881435,South Darfur,second projection,2022-10-01,2023-02-28,5,0,0
May 2022,SDN,47881435,Central Darfur,current,2022-04-01,2022-05-31,all,1786503,1.0
May 2022,SDN,47881435,Central Darfur,current,2022-04-01,2022-05-31,3+,505081,0.28
May 2022,SDN,47881435,Central Darfur,current,2022-04-01,2022-05-31,1,594493,0.33
May 2022,SDN,47881435,Central Darfur,current,2022-04-01,2022-05-31,2,686930,0.38
May 2022,SDN,47881435,Central Darfur,current,2022-04-01,2022-05-31,3,341199,0.19
May 2022,SDN,47881435,Central Darfur,current,2022-04-01,2022-05-31,4,163882,0.09
May 2022,SDN,47881435,Central Darfur,current,2022-04-01,2022-05-31,5,0,0
May 2022,SDN,47881435,Central Darfur,first projection,2022-06-01,2022-09-30,all,1786503,1.0
May 2022,SDN,47881435,Central Darfur,first projection,2022-06-01,2022-09-30,3+,618810,0.34
May 2022,SDN,47881435,Central Darfur,first projection,2022-06-01,2022-09-30,1,478383,0.27
May 2022,SDN,47881435,Central Darfur,first projection,2022-06-01,2022-09-30,2,689310,0.39
May 2022,SDN,47881435,Central Darfur,first projection,2022-06-01,2022-09-30,3,419759,0.23
May 2022,SDN,47881435,Central Darfur,first projection,2022-06-01,2022-09-30,4,199052,0.11
May 2022,SDN,47881435,Central Darfur,first projection,2022-06-01,2022-09-30,5,0,0
May 2022,SDN,47881435,Central Darfur,second projection,2022-10-01,2023-02-28,all,1786503,1.0
May 2022,SDN,47881435,Central Darfur,second projection,2022-10-01,2023-02-28,3+,387029,0.22
May 2022,SDN,47881435,Central Darfur,second projection,2022-10-01,2023-02-28,1,733358,0.41
May 2022,SDN,47881435,Central Darfur,second projection,2022-10-01,2023-02-28,2,666116,0.37
May 2022,SDN,47881435,Central Darfur,second projection,2022-10-01,2023-02-28,3,301111,0.17
May 2022,SDN,47881435,Central Darfur,second projection,2022-10-01,2023-02-28,4,85918,0.05
May 2022,SDN,47881435,Central Darfur,second projection,2022-10-01,2023-02-28,5,0,0
May 2022,SDN,47881435,East Darfur,current,2022-04-01,2022-05-31,all,1139027,1.0
May 2022,SDN,47881435,East Darfur,current,2022-04-01,2022-05-31,3+,263697,0.23
May 2022,SDN,47881435,East Darfur,current,2022-04-01,2022-05-31,1,422131,0.37
May 2022,SDN,47881435,East Darfur,current,2022-04-01,2022-05-31,2,453200,0.4
May 2022,SDN,47881435,East Darfur,current,2022-04-01,2022-05-31,3,206746,0.18
May 2022,SDN,47881435,East Darfur,current,2022-04-01,2022-05-31,4,56951,0.05
May 2022,SDN,47881435,East Darfur,current,2022-04-01,2022-05-31,5,0,0
May 2022,SDN,47881435,East Darfur,first projection,2022-06-01,2022-09-30,all,1139027,1.0
May 2022,SDN,47881435,East Darfur,first projection,2022-06-01,2022-09-30,3+,316543,0.27
May 2022,SDN,47881435,East Darfur,first projection,2022-06-01,2022-09-30,1,380264,0.33
May 2022,SDN,47881435,East Darfur,first projection,2022-06-01,2022-09-30,2,442220,0.39
May 2022,SDN,47881435,East Darfur,first projection,2022-06-01,2022-09-30,3,255999,0.22
May 2022,SDN,47881435,East Darfur,first projection,2022-06-01,2022-09-30,4,60544,0.05
May 2022,SDN,47881435,East Darfur,first projection,2022-06-01,2022-09-30,5,0,0
May 2022,SDN,47881435,East Darfur,second projection,2022-10-01,2023-02-28,all,1139027,1.0
May 2022,SDN,47881435,East Darfur,second projection,2022-10-01,2023-02-28,3+,200000,0.18
May 2022,SDN,47881435,East Darfur,second projection,2022-10-01,2023-02-28,1,475419,0.42
May 2022,SDN,47881435,East Darfur,second projection,2022-10-01,2023-02-28,2,463609,0.41
May 2022,SDN,47881435,East Darfur,second projection,2022-10-01,2023-02-28,3,166027,0.15
May 2022,SDN,47881435,East Darfur,second projection,2022-10-01,2023-02-28,4,33973,0.03
May 2022,SDN,47881435,East Darfur,second projection,2022-10-01,2023-02-28,5,0,0
May 2022,SDN,47881435,North Kordofan,current,2022-04-01,2022-05-31,all,2160476,1.0
May 2022,SDN,47881435,North Kordofan,current,2022-04-01,2022-05-31,3+,426560,0.19
May 2022,SDN,47881435,North Kordofan,current,2022-04-01,2022-05-31,1,855276,0.4
May 2022,SDN,47881435,North Kordofan,current,2022-04-01,2022-05-31,2,878640,0.41
May 2022,SDN,47881435,North Kordofan,current,2022-04-01,2022-05-31,3,312518,0.14
May 2022,SDN,47881435,North Kordofan,current,2022-04-01,2022-05-31,4,114042,0.05
May 2022,SDN,47881435,North Kordofan,current,2022-04-01,2022-05-31,5,0,0
May 2022,SDN,47881435,North Kordofan,first projection,2022-06-01,2022-09-30,all,2160476,1.0
May 2022,SDN,47881435,North Kordofan,first projection,2022-06-01,2022-09-30,3+,667623,0.31
May 2022,SDN,47881435,North Kordofan,first projection,2022-06-01,2022-09-30,1,637501,0.3
May 2022,SDN,47881435,North Kordofan,first projection,2022-06-01,2022-09-30,2,855352,0.4
May 2022,SDN,47881435,North Kordofan,first projection,2022-06-01,2022-09-30,3,475870,0.22
May 2022,SDN,47881435,North Kordofan,first projection,2022-06-01,2022-09-30,4,191753,0.09
May 2022,SDN,47881435,North Kordofan,first projection,2022-06-01,2022-09-30,5,0,0
May 2022,SDN,47881435,North Kordofan,second projection,2022-10-01,2023-02-28,all,2160476,1.0
May 2022,SDN,47881435,North Kordofan,second projection,2022-10-01,2023-02-28,3+,366215,0.17
May 2022,SDN,47881435,North Kordofan,second projection,2022-10-01,2023-02-28,1,885588,0.41
May 2022,SDN,47881435,North Kordofan,second projection,2022-10-01,2023-02-28,2,908672,0.42
May 2022,SDN,47881435,North Kordofan,second projection,2022-10-01,2023-02-28,3,351837,0.16
May 2022,SDN,47881435,North Kordofan,second projection,2022-10-01,2023-02-28,4,14378,0.01
May 2022,SDN,47881435,North Kordofan,second projection,2022-10-01,2023-02-28,5,0,0
May 2022,SDN,47881435,White Nile,current,2022-04-01,2022-05-31,all,2811999,1.0
May 2022,SDN,47881435,White Nile,current,2022-04-01,2022-05-31,3+,533863,0.19
May 2022,SDN,47881435,White Nile,current,2022-04-01,2022-05-31,1,1025872,0.36
May 2022,SDN,47881435,White Nile,current,2022-04-01,2022-05-31,2,1252264,0.45
May 2022,SDN,47881435,White Nile,current,2022-04-01,2022-05-31,3,356585,0.13
May 2022,SDN,47881435,White Nile,current,2022-04-01,2022-05-31,4,177278,0.06
May 2022,SDN,47881435,White Nile,current,2022-04-01,2022-05-31,5,0,0
May 2022,SDN,47881435,White Nile,first projection,2022-06-01,2022-09-30,all,2811999,1.0
May 2022,SDN,47881435,White Nile,first projection,2022-06-01,2022-09-30,3+,602705,0.22
May 2022,SDN,47881435,White Nile,first projection,2022-06-01,2022-09-30,1,903163,0.32
May 2022,SDN,47881435,White Nile,first projection,2022-06-01,2022-09-30,2,1306131,0.46
May 2022,SDN,47881435,White Nile,first projection,2022-06-01,2022-09-30,3,414079,0.15
May 2022,SDN,47881435,White Nile,first projection,2022-06-01,2022-09-30,4,188626,0.07
May 2022,SDN,47881435,White Nile,first projection,2022-06-01,2022-09-30,5,0,0
May 2022,SDN,47881435,White Nile,second projection,2022-10-01,2023-02-28,all,2811999,1.0
May 2022,SDN,47881435,White Nile,second projection,2022-10-01,2023-02-28,3+,469826,0.17
May 2022,SDN,47881435,White Nile,second projection,2022-10-01,2023-02-28,1,1159032,0.41
May 2022,SDN,47881435,White Nile,second projection,2022-10-01,2023-02-28,2,1183141,0.42
May 2022,SDN,47881435,White Nile,second projection,2022-10-01,2023-02-28,3,299091,0.11
May 2022,SDN,47881435,White Nile,second projection,2022-10-01,2023-02-28,4,170735,0.06
May 2022,SDN,47881435,White Nile,second projection,2022-10-01,2023-02-28,5,0,0
May 2022,SDN,47881435,Northern,current,2022-04-01,2022-05-31,all,1023194,1.0
May 2022,SDN,47881435,Northern,current,2022-04-01,2022-05-31,3+,130319,0.13
May 2022,SDN,47881435,Northern,current,2022-04-01,2022-05-31,1,675823,0.66
May 2022,SDN,47881435,Northern,current,2022-04-01,2022-05-31,2,217052,0.21
May 2022,SDN,47881435,Northern,current,2022-04-01,2022-05-31,3,67832,0.07
May 2022,SDN,47881435,Northern,current,2022-04-01,2022-05-31,4,62487,0.06
May 2022,SDN,47881435,Northern,current,2022-04-01,2022-05-31,5,0,0
May 2022,SDN,47881435,Northern,first projection,2022-06-01,2022-09-30,all,1023194,1.0
May 2022,SDN,47881435,Northern,first projection,2022-06-01,2022-09-30,3+,153479,0.15
May 2022,SDN,47881435,Northern,first projection,2022-06-01,2022-09-30,1,579754,0.57
May 2022,SDN,47881435,Northern,first projection,2022-06-01,2022-09-30,2,289961,0.28
May 2022,SDN,47881435,Northern,first projection,2022-06-01,2022-09-30,3,90992,0.09
May 2022,SDN,47881435,Northern,first projection,2022-06-01,2022-09-30,4,62487,0.06
May 2022,SDN,47881435,Northern,first projection,2022-06-01,2022-09-30,5,0,0
May 2022,SDN,47881435,Northern,second projection,2022-10-01,2023-02-28,all,1023194,1.0
May 2022,SDN,47881435,Northern,second projection,2022-10-01,2023-02-28,3+,153479,0.15
May 2022,SDN,47881435,Northern,second projection,2022-10-01,2023-02-28,1,446417,0.44
May 2022,SDN,47881435,Northern,second projection,2022-10-01,2023-02-28,2,423298,0.41
May 2022,SDN,47881435,Northern,second projection,2022-10-01,2023-02-28,3,90992,0.09
May 2022,SDN,47881435,Northern,second projection,2022-10-01,2023-02-28,4,62487,0.06
May 2022,SDN,47881435,Northern,second projection,2022-10-01,2023-02-28,5,0,0
May 2022,SDN,47881435,Blue Nile,current,2022-04-01,2022-05-31,all,1344267,1.0
May 2022,SDN,47881435,Blue Nile,current,2022-04-01,2022-05-31,3+,386646,0.28
May 2022,SDN,47881435,Blue Nile,current,2022-04-01,2022-05-31,1,417319,0.31
May 2022,SDN,47881435,Blue Nile,current,2022-04-01,2022-05-31,2,540302,0.4
May 2022,SDN,47881435,Blue Nile,current,2022-04-01,2022-05-31,3,274099,0.2
May 2022,SDN,47881435,Blue Nile,current,2022-04-01,2022-05-31,4,112548,0.08
May 2022,SDN,47881435,Blue Nile,current,2022-04-01,2022-05-31,5,0,0
May 2022,SDN,47881435,Blue Nile,first projection,2022-06-01,2022-09-30,all,1344267,1.0
May 2022,SDN,47881435,Blue Nile,first projection,2022-06-01,2022-09-30,3+,502698,0.37
May 2022,SDN,47881435,Blue Nile,first projection,2022-06-01,2022-09-30,1,325100,0.24
May 2022,SDN,47881435,Blue Nile,first projection,2022-06-01,2022-09-30,2,516469,0.38
May 2022,SDN,47881435,Blue Nile,first projection,2022-06-01,2022-09-30,3,323190,0.24
May 2022,SDN,47881435,Blue Nile,first projection,2022-06-01,2022-09-30,4,179508,0.13
May 2022,SDN,47881435,Blue Nile,first projection,2022-06-01,2022-09-30,5,0,0
May 2022,SDN,47881435,Blue Nile,second projection,2022-10-01,2023-02-28,all,1344267,1.0
May 2022,SDN,47881435,Blue Nile,second projection,2022-10-01,2023-02-28,3+,323209,0.24
May 2022,SDN,47881435,Blue Nile,second projection,2022-10-01,2023-02-28,1,459887,0.34
May 2022,SDN,47881435,Blue Nile,second projection,2022-10-01,2023-02-28,2,561171,0.42
May 2022,SDN,47881435,Blue Nile,second projection,2022-10-01,2023-02-28,3,220423,0.16
May 2022,SDN,47881435,Blue Nile,second projection,2022-10-01,2023-02-28,4,102786,0.08
May 2022,SDN,47881435,Blue Nile,second projection,2022-10-01,2023-02-28,5,0,0
May 2022,SDN,47881435,Kassala,current,2022-04-01,2022-05-31,all,2811446,1.0
May 2022,SDN,47881435,Kassala,current,2022-04-01,2022-05-31,3+,638164,0.23
May 2022,SDN,47881435,Kassala,current,2022-04-01,2022-05-31,1,894315,0.32
May 2022,SDN,47881435,Kassala,current,2022-04-01,2022-05-31,2,1278967,0.45
May 2022,SDN,47881435,Kassala,current,2022-04-01,2022-05-31,3,387124,0.14
May 2022,SDN,47881435,Kassala,current,2022-04-01,2022-05-31,4,251040,0.09
May 2022,SDN,47881435,Kassala,current,2022-04-01,2022-05-31,5,0,0
May 2022,SDN,47881435,Kassala,first projection,2022-06-01,2022-09-30,all,2811446,1.0
May 2022,SDN,47881435,Kassala,first projection,2022-06-01,2022-09-30,3+,773243,0.27
May 2022,SDN,47881435,Kassala,first projection,2022-06-01,2022-09-30,1,753757,0.27
May 2022,SDN,47881435,Kassala,first projection,2022-06-01,2022-09-30,2,1284446,0.46
May 2022,SDN,47881435,Kassala,first projection,2022-06-01,2022-09-30,3,457800,0.16
May 2022,SDN,47881435,Kassala,first projection,2022-06-01,2022-09-30,4,315443,0.11
May 2022,SDN,47881435,Kassala,first projection,2022-06-01,2022-09-30,5,0,0
May 2022,SDN,47881435,Kassala,second projection,2022-10-01,2023-02-28,all,2811446,1.0
May 2022,SDN,47881435,Kassala,second projection,2022-10-01,2023-02-28,3+,549287,0.19
May 2022,SDN,47881435,Kassala,second projection,2022-10-01,2023-02-28,1,1043379,0.37
May 2022,SDN,47881435,Kassala,second projection,2022-10-01,2023-02-28,2,1218780,0.43
May 2022,SDN,47881435,Kassala,second projection,2022-10-01,2023-02-28,3,371012,0.13
May 2022,SDN,47881435,Kassala,second projection,2022-10-01,2023-02-28,4,178274,0.06
May 2022,SDN,47881435,Kassala,second projection,2022-10-01,2023-02-28,5,0,0
May 2022,SDN,47881435,West Kordofan,current,2022-04-01,2022-05-31,all,1713462,1.0
May 2022,SDN,47881435,West Kordofan,current,2022-04-01,2022-05-31,3+,378015,0.22
May 2022,SDN,47881435,West Kordofan,current,2022-04-01,2022-05-31,1,821326,0.48
May 2022,SDN,47881435,West Kordofan,current,2022-04-01,2022-05-31,2,514121,0.3
May 2022,SDN,47881435,West Kordofan,current,2022-04-01,2022-05-31,3,264520,0.15
May 2022,SDN,47881435,West Kordofan,current,2022-04-01,2022-05-31,4,113496,0.07
May 2022,SDN,47881435,West Kordofan,current,2022-04-01,2022-05-31,5,0,0
May 2022,SDN,47881435,West Kordofan,first projection,2022-06-01,2022-09-30,all,1713462,1.0
May 2022,SDN,47881435,West Kordofan,first projection,2022-06-01,2022-09-30,3+,424156,0.25
May 2022,SDN,47881435,West Kordofan,first projection,2022-06-01,2022-09-30,1,818651,0.48
May 2022,SDN,47881435,West Kordofan,first projection,2022-06-01,2022-09-30,2,470655,0.27
May 2022,SDN,47881435,West Kordofan,first projection,2022-06-01,2022-09-30,3,303077,0.18
May 2022,SDN,47881435,West Kordofan,first projection,2022-06-01,2022-09-30,4,121079,0.07
May 2022,SDN,47881435,West Kordofan,first projection,2022-06-01,2022-09-30,5,0,0
May 2022,SDN,47881435,West Kordofan,second projection,2022-10-01,2023-02-28,all,1713462,1.0
May 2022,SDN,47881435,West Kordofan,second projection,2022-10-01,2023-02-28,3+,302134,0.17
May 2022,SDN,47881435,West Kordofan,second projection,2022-10-01,2023-02-28,1,915041,0.53
May 2022,SDN,47881435,West Kordofan,second projection,2022-10-01,2023-02-28,2,496287,0.29
May 2022,SDN,47881435,West Kordofan,second projection,2022-10-01,2023-02-28,3,231134,0.13
May 2022,SDN,47881435,West Kordofan,second projection,2022-10-01,2023-02-28,4,71000,0.04
May 2022,SDN,47881435,West Kordofan,second projection,2022-10-01,2023-02-28,5,0,0
May 2022,SDN,47881435,Red Sea,current,2022-04-01,2022-05-31,all,1549857,1.0
May 2022,SDN,47881435,Red Sea,current,2022-04-01,2022-05-31,3+,359303,0.23
May 2022,SDN,47881435,Red Sea,current,2022-04-01,2022-05-31,1,502959,0.32
May 2022,SDN,47881435,Red Sea,current,2022-04-01,2022-05-31,2,687595,0.44
May 2022,SDN,47881435,Red Sea,current,2022-04-01,2022-05-31,3,216176,0.14
May 2022,SDN,47881435,Red Sea,current,2022-04-01,2022-05-31,4,143126,0.09
May 2022,SDN,47881435,Red Sea,current,2022-04-01,2022-05-31,5,0,0
May 2022,SDN,47881435,Red Sea,first projection,2022-06-01,2022-09-30,all,1549857,1.0
May 2022,SDN,47881435,Red Sea,first projection,2022-06-01,2022-09-30,3+,431172,0.28
May 2022,SDN,47881435,Red Sea,first projection,2022-06-01,2022-09-30,1,379149,0.24
May 2022,SDN,47881435,Red Sea,first projection,2022-06-01,2022-09-30,2,739535,0.48
May 2022,SDN,47881435,Red Sea,first projection,2022-06-01,2022-09-30,3,304684,0.2
May 2022,SDN,47881435,Red Sea,first projection,2022-06-01,2022-09-30,4,126488,0.08
May 2022,SDN,47881435,Red Sea,first projection,2022-06-01,2022-09-30,5,0,0
May 2022,SDN,47881435,Red Sea,second projection,2022-10-01,2023-02-28,all,1549857,1.0
May 2022,SDN,47881435,Red Sea,second projection,2022-10-01,2023-02-28,3+,293156,0.19
May 2022,SDN,47881435,Red Sea,second projection,2022-10-01,2023-02-28,1,539787,0.35
May 2022,SDN,47881435,Red Sea,second projection,2022-10-01,2023-02-28,2,716915,0.46
May 2022,SDN,47881435,Red Sea,second projection,2022-10-01,2023-02-28,3,219390,0.14
May 2022,SDN,47881435,Red Sea,second projection,2022-10-01,2023-02-28,4,73766,0.05
May 2022,SDN,47881435,Red Sea,second projection,2022-10-01,2023-02-28,5,0,0
May 2022,SDN,47881435,Aj Jazirah,current,2022-04-01,2022-05-31,all,5687557,1.0
May 2022,SDN,47881435,Aj Jazirah,current,2022-04-01,2022-05-31,3+,837608,0.15
May 2022,SDN,47881435,Aj Jazirah,current,2022-04-01,2022-05-31,1,2566726,0.45
May 2022,SDN,47881435,Aj Jazirah,current,2022-04-01,2022-05-31,2,2283223,0.4
May 2022,SDN,47881435,Aj Jazirah,current,2022-04-01,2022-05-31,3,667592,0.12
May 2022,SDN,47881435,Aj Jazirah,current,2022-04-01,2022-05-31,4,170016,0.03
May 2022,SDN,47881435,Aj Jazirah,current,2022-04-01,2022-05-31,5,0,0
May 2022,SDN,47881435,Aj Jazirah,first projection,2022-06-01,2022-09-30,all,5687557,1.0
May 2022,SDN,47881435,Aj Jazirah,first projection,2022-06-01,2022-09-30,3+,940040,0.16
May 2022,SDN,47881435,Aj Jazirah,first projection,2022-06-01,2022-09-30,1,2222454,0.39
May 2022,SDN,47881435,Aj Jazirah,first projection,2022-06-01,2022-09-30,2,2525064,0.44
May 2022,SDN,47881435,Aj Jazirah,first projection,2022-06-01,2022-09-30,3,765335,0.13
May 2022,SDN,47881435,Aj Jazirah,first projection,2022-06-01,2022-09-30,4,174705,0.03
May 2022,SDN,47881435,Aj Jazirah,first projection,2022-06-01,2022-09-30,5,0,0
May 2022,SDN,47881435,Aj Jazirah,second projection,2022-10-01,2023-02-28,all,5687557,1.0
May 2022,SDN,47881435,Aj Jazirah,second projection,2022-10-01,2023-02-28,3+,676445,0.11
May 2022,SDN,47881435,Aj Jazirah,second projection,2022-10-01,2023-02-28,1,2573087,0.45
May 2022,SDN,47881435,Aj Jazirah,second projection,2022-10-01,2023-02-28,2,2438025,0.43
May 2022,SDN,47881435,Aj Jazirah,second projection,2022-10-01,2023-02-28,3,595329,0.1
May 2022,SDN,47881435,Aj Jazirah,second projection,2022-10-01,2023-02-28,4,81116,0.01
May 2022,SDN,47881435,Aj Jazirah,second projection,2022-10-01,2023-02-28,5,0,0
May 2022,SDN,47881435,River Nile,current,2022-04-01,2022-05-31,all,1651873,1.0
May 2022,SDN,47881435,River Nile,current,2022-04-01,2022-05-31,3+,147853,0.08
May 2022,SDN,47881435,River Nile,current,2022-04-01,2022-05-31,1,1078995,0.65
May 2022,SDN,47881435,River Nile,current,2022-04-01,2022-05-31,2,425025,0.26
May 2022,SDN,47881435,River Nile,current,2022-04-01,2022-05-31,3,123382,0.07
May 2022,SDN,47881435,River Nile,current,2022-04-01,2022-05-31,4,24471,0.01
May 2022,SDN,47881435,River Nile,current,2022-04-01,2022-05-31,5,0,0
May 2022,SDN,47881435,River Nile,first projection,2022-06-01,2022-09-30,all,1651873,1.0
May 2022,SDN,47881435,River Nile,first projection,2022-06-01,2022-09-30,3+,213496,0.13
May 2022,SDN,47881435,River Nile,first projection,2022-06-01,2022-09-30,1,949223,0.57
May 2022,SDN,47881435,River Nile,first projection,2022-06-01,2022-09-30,2,489155,0.3
May 2022,SDN,47881435,River Nile,first projection,2022-06-01,2022-09-30,3,148045,0.09
May 2022,SDN,47881435,River Nile,first projection,2022-06-01,2022-09-30,4,65451,0.04
May 2022,SDN,47881435,River Nile,first projection,2022-06-01,2022-09-30,5,0,0
May 2022,SDN,47881435,River Nile,second projection,2022-10-01,2023-02-28,all,1651873,1.0
May 2022,SDN,47881435,River Nile,second projection,2022-10-01,2023-02-28,3+,167193,0.1
May 2022,SDN,47881435,River Nile,second projection,2022-10-01,2023-02-28,1,1001885,0.61
May 2022,SDN,47881435,River Nile,second projection,2022-10-01,2023-02-28,2,482795,0.29
May 2022,SDN,47881435,River Nile,second projection,2022-10-01,2023-02-28,3,105753,0.06
