,date_analysis,country,total_population,region,validity_period,date_from,date_to,phase,affected_number,percentage,month
1903,2020-06-01,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,4,0,0.0,2020-06
1904,2020-06-01,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-06
1905,2020-06-01,SDN,45319635,West Kordofan,current,2020-06-01,2020-09-30,all,1748349,1.0,2020-06
1906,2020-06-01,SDN,45319635,West Kordofan,current,2020-06-01,2020-09-30,3+,317735,0.19,2020-06
1907,2020-06-01,SDN,45319635,West Kordofan,current,2020-06-01,2020-09-30,1,936384,0.54,2020-06
1908,2020-06-01,SDN,45319635,West Kordofan,current,2020-06-01,2020-09-30,2,494230,0.28,2020-06
1909,2020-06-01,SDN,45319635,West Kordofan,current,2020-06-01,2020-09-30,3,237926,0.14,2020-06
1910,2020-06-01,SDN,45319635,West Kordofan,current,2020-06-01,2020-09-30,4,79809,0.05,2020-06
1911,2020-06-01,SDN,45319635,West Kordofan,current,2020-06-01,2020-09-30,5,0,0.0,2020-06
1912,2020-06-01,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,all,1748349,1.0,2020-06
1913,2020-06-01,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,3+,134148,0.07,2020-06
1914,2020-06-01,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,1,1132005,0.65,2020-06
1915,2020-06-01,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,2,482197,0.28,2020-06
1916,2020-06-01,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,3,126560,0.07,2020-06
1917,2020-06-01,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,4,7588,0.0,2020-06
1918,2020-06-01,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-06
1919,2020-06-01,SDN,45319635,West Darfur,current,2020-06-01,2020-09-30,all,1838371,1.0,2020-06
1920,2020-06-01,SDN,45319635,West Darfur,current,2020-06-01,2020-09-30,3+,544791,0.29,2020-06
1921,2020-06-01,SDN,45319635,West Darfur,current,2020-06-01,2020-09-30,1,909301,0.48,2020-06
1922,2020-06-01,SDN,45319635,West Darfur,current,2020-06-01,2020-09-30,2,384280,0.21,2020-06
1923,2020-06-01,SDN,45319635,West Darfur,current,2020-06-01,2020-09-30,3,426079,0.23,2020-06
1924,2020-06-01,SDN,45319635,West Darfur,current,2020-06-01,2020-09-30,4,118711,0.06,2020-06
1925,2020-06-01,SDN,45319635,West Darfur,current,2020-06-01,2020-09-30,5,0,0.0,2020-06
1926,2020-06-01,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,all,1838371,1.0,2020-06
1927,2020-06-01,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,3+,212747,0.12,2020-06
1928,2020-06-01,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,1,1242025,0.68,2020-06
1929,2020-06-01,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,2,383600,0.21,2020-06
1930,2020-06-01,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,3,212747,0.12,2020-06
1931,2020-06-01,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,4,0,0.0,2020-06
1932,2020-06-01,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-06
1933,2020-06-01,SDN,45319635,Gedaref,current,2020-06-01,2020-09-30,all,2331140,1.0,2020-06
1934,2020-06-01,SDN,45319635,Gedaref,current,2020-06-01,2020-09-30,3+,451386,0.19,2020-06
1935,2020-06-01,SDN,45319635,Gedaref,current,2020-06-01,2020-09-30,1,757333,0.32,2020-06
1936,2020-06-01,SDN,45319635,Gedaref,current,2020-06-01,2020-09-30,2,1122420,0.48,2020-06
1937,2020-06-01,SDN,45319635,Gedaref,current,2020-06-01,2020-09-30,3,437781,0.19,2020-06
1938,2020-06-01,SDN,45319635,Gedaref,current,2020-06-01,2020-09-30,4,13606,0.01,2020-06
1939,2020-06-01,SDN,45319635,Gedaref,current,2020-06-01,2020-09-30,5,0,0.0,2020-06
1940,2020-06-01,SDN,45319635,Gedaref,first projection,2020-10-01,2020-12-31,all,2331140,1.0,2020-06
1941,2020-06-01,SDN,45319635,Gedaref,first projection,2020-10-01,2020-12-31,3+,453002,0.19,2020-06
1942,2020-06-01,SDN,45319635,Gedaref,first projection,2020-10-01,2020-12-31,1,961669,0.41,2020-06
1943,2020-06-01,SDN,45319635,Gedaref,first projection,2020-10-01,2020-12-31,2,916469,0.39,2020-06
1944,2020-06-01,SDN,45319635,Gedaref,first projection,2020-10-01,2020-12-31,3,451855,0.19,2020-06
1945,2020-06-01,SDN,45319635,Gedaref,first projection,2020-10-01,2020-12-31,4,1146,0.0,2020-06
1946,2020-06-01,SDN,45319635,Gedaref,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-06
1947,2020-06-01,SDN,45319635,Central Darfur,current,2020-06-01,2020-09-30,all,1692165,1.0,2020-06
1948,2020-06-01,SDN,45319635,Central Darfur,current,2020-06-01,2020-09-30,3+,506410,0.3,2020-06
1949,2020-06-01,SDN,45319635,Central Darfur,current,2020-06-01,2020-09-30,1,865265,0.5,2020-06
1950,2020-06-01,SDN,45319635,Central Darfur,current,2020-06-01,2020-09-30,2,320491,0.19,2020-06
1951,2020-06-01,SDN,45319635,Central Darfur,current,2020-06-01,2020-09-30,3,360072,0.21,2020-06
1952,2020-06-01,SDN,45319635,Central Darfur,current,2020-06-01,2020-09-30,4,146337,0.09,2020-06
1953,2020-06-01,SDN,45319635,Central Darfur,current,2020-06-01,2020-09-30,5,0,0.0,2020-06
1954,2020-06-01,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,all,1692165,1.0,2020-06
1955,2020-06-01,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,3+,278462,0.16,2020-06
1956,2020-06-01,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,1,1107282,0.65,2020-06
1957,2020-06-01,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,2,306421,0.18,2020-06
1958,2020-06-01,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,3,222383,0.13,2020-06
1959,2020-06-01,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,4,56080,0.03,2020-06
1960,2020-06-01,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-06
1961,2020-06-01,SDN,45319635,Khartoum,current,2020-06-01,2020-09-30,all,8497019,1.0,2020-06
1962,2020-06-01,SDN,45319635,Khartoum,current,2020-06-01,2020-09-30,3+,1431748,0.17,2020-06
1963,2020-06-01,SDN,45319635,Khartoum,current,2020-06-01,2020-09-30,1,4460936,0.53,2020-06
1964,2020-06-01,SDN,45319635,Khartoum,current,2020-06-01,2020-09-30,2,2604336,0.31,2020-06
1965,2020-06-01,SDN,45319635,Khartoum,current,2020-06-01,2020-09-30,3,1006897,0.12,2020-06
1966,2020-06-01,SDN,45319635,Khartoum,current,2020-06-01,2020-09-30,4,424851,0.05,2020-06
1967,2020-06-01,SDN,45319635,Khartoum,current,2020-06-01,2020-09-30,5,0,0.0,2020-06
1968,2020-06-01,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,all,8497019,1.0,2020-06
1969,2020-06-01,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,3+,1215074,0.14,2020-06
1970,2020-06-01,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,1,4520414,0.53,2020-06
1971,2020-06-01,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,2,2761531,0.33,2020-06
1972,2020-06-01,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,3,1138601,0.13,2020-06
1973,2020-06-01,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,4,76473,0.01,2020-06
1974,2020-06-01,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-06
1975,2020-06-01,SDN,45319635,Kassala,current,2020-06-01,2020-09-30,all,2624576,1.0,2020-06
1976,2020-06-01,SDN,45319635,Kassala,current,2020-06-01,2020-09-30,3+,652518,0.25,2020-06
1977,2020-06-01,SDN,45319635,Kassala,current,2020-06-01,2020-09-30,1,973449,0.36,2020-06
1978,2020-06-01,SDN,45319635,Kassala,current,2020-06-01,2020-09-30,2,998610,0.38,2020-06
1979,2020-06-01,SDN,45319635,Kassala,current,2020-06-01,2020-09-30,3,527764,0.2,2020-06
1980,2020-06-01,SDN,45319635,Kassala,current,2020-06-01,2020-09-30,4,124755,0.05,2020-06
1981,2020-06-01,SDN,45319635,Kassala,current,2020-06-01,2020-09-30,5,0,0.0,2020-06
1982,2020-06-01,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,all,2624576,1.0,2020-06
1983,2020-06-01,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,3+,468042,0.18,2020-06
1984,2020-06-01,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,1,1188900,0.45,2020-06
1985,2020-06-01,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,2,967634,0.37,2020-06
1986,2020-06-01,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,3,449324,0.17,2020-06
1987,2020-06-01,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,4,18718,0.01,2020-06
1988,2020-06-01,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-06
1989,2020-06-01,SDN,45319635,Red Sea,current,2020-06-01,2020-09-30,all,1510348,1.0,2020-06
1990,2020-06-01,SDN,45319635,Red Sea,current,2020-06-01,2020-09-30,3+,429219,0.28,2020-06
1991,2020-06-01,SDN,45319635,Red Sea,current,2020-06-01,2020-09-30,1,717712,0.48,2020-06
1992,2020-06-01,SDN,45319635,Red Sea,current,2020-06-01,2020-09-30,2,363417,0.24,2020-06
1993,2020-06-01,SDN,45319635,Red Sea,current,2020-06-01,2020-09-30,3,308512,0.2,2020-06
1994,2020-06-01,SDN,45319635,Red Sea,current,2020-06-01,2020-09-30,4,120707,0.08,2020-06
1995,2020-06-01,SDN,45319635,Red Sea,current,2020-06-01,2020-09-30,5,0,0.0,2020-06
1996,2020-06-01,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,all,1510348,1.0,2020-06
1997,2020-06-01,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,3+,298519,0.2,2020-06
1998,2020-06-01,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,1,766404,0.51,2020-06
1999,2020-06-01,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,2,445425,0.29,2020-06
2000,2020-06-01,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,3,240060,0.16,2020-06
2001,2020-06-01,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,4,58459,0.04,2020-06
2002,2020-06-01,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-06
2003,2020-06-01,SDN,45319635,White Nile,current,2020-06-01,2020-09-30,all,2612410,1.0,2020-06
2004,2020-06-01,SDN,45319635,White Nile,current,2020-06-01,2020-09-30,3+,445275,0.17,2020-06
2005,2020-06-01,SDN,45319635,White Nile,current,2020-06-01,2020-09-30,1,1055508,0.4,2020-06
2006,2020-06-01,SDN,45319635,White Nile,current,2020-06-01,2020-09-30,2,1111626,0.43,2020-06
2007,2020-06-01,SDN,45319635,White Nile,current,2020-06-01,2020-09-30,3,304112,0.12,2020-06
2008,2020-06-01,SDN,45319635,White Nile,current,2020-06-01,2020-09-30,4,141163,0.05,2020-06
2009,2020-06-01,SDN,45319635,White Nile,current,2020-06-01,2020-09-30,5,0,0.0,2020-06
2010,2020-06-01,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,all,2612410,1.0,2020-06
2011,2020-06-01,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,3+,479350,0.18,2020-06
2012,2020-06-01,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,1,1046713,0.4,2020-06
2013,2020-06-01,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,2,1086347,0.42,2020-06
2014,2020-06-01,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,3,339933,0.13,2020-06
2015,2020-06-01,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,4,139417,0.05,2020-06
2016,2020-06-01,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-06
2017,2019-06-01,SDN,42813000,East Darfur,current,2019-06-01,2019-08-31,all,1073512,1.0,2019-06
2018,2019-06-01,SDN,42813000,East Darfur,current,2019-06-01,2019-08-31,3+,178992,0.16,2019-06
2019,2019-06-01,SDN,42813000,East Darfur,current,2019-06-01,2019-08-31,1,210311,0.2,2019-06
2020,2019-06-01,SDN,42813000,East Darfur,current,2019-06-01,2019-08-31,2,684208,0.64,2019-06
2021,2019-06-01,SDN,42813000,East Darfur,current,2019-06-01,2019-08-31,3,122076,0.11,2019-06
2022,2019-06-01,SDN,42813000,East Darfur,current,2019-06-01,2019-08-31,4,56916,0.05,2019-06
2023,2019-06-01,SDN,42813000,East Darfur,current,2019-06-01,2019-08-31,5,0,0.0,2019-06
2024,2019-06-01,SDN,42813000,South Darfur,current,2019-06-01,2019-08-31,all,3683746,1.0,2019-06
2025,2019-06-01,SDN,42813000,South Darfur,current,2019-06-01,2019-08-31,3+,763179,0.21,2019-06
2026,2019-06-01,SDN,42813000,South Darfur,current,2019-06-01,2019-08-31,1,1545602,0.42,2019-06
2027,2019-06-01,SDN,42813000,South Darfur,current,2019-06-01,2019-08-31,2,1374965,0.37,2019-06
2028,2019-06-01,SDN,42813000,South Darfur,current,2019-06-01,2019-08-31,3,620405,0.17,2019-06
2029,2019-06-01,SDN,42813000,South Darfur,current,2019-06-01,2019-08-31,4,142774,0.04,2019-06
2030,2019-06-01,SDN,42813000,South Darfur,current,2019-06-01,2019-08-31,5,0,0.0,2019-06
2031,2019-06-01,SDN,42813000,White Nile,current,2019-06-01,2019-08-31,all,2586545,1.0,2019-06
2032,2019-06-01,SDN,42813000,White Nile,current,2019-06-01,2019-08-31,3+,462317,0.18,2019-06
2033,2019-06-01,SDN,42813000,White Nile,current,2019-06-01,2019-08-31,1,1531174,0.59,2019-06
2034,2019-06-01,SDN,42813000,White Nile,current,2019-06-01,2019-08-31,2,593053,0.23,2019-06
2035,2019-06-01,SDN,42813000,White Nile,current,2019-06-01,2019-08-31,3,301260,0.12,2019-06
2036,2019-06-01,SDN,42813000,White Nile,current,2019-06-01,2019-08-31,4,161057,0.06,2019-06
2037,2019-06-01,SDN,42813000,White Nile,current,2019-06-01,2019-08-31,5,0,0.0,2019-06
2038,2019-06-01,SDN,42813000,West Kordofan,current,2019-06-01,2019-08-31,all,1731037,1.0,2019-06
2039,2019-06-01,SDN,42813000,West Kordofan,current,2019-06-01,2019-08-31,3+,265380,0.15,2019-06
2040,2019-06-01,SDN,42813000,West Kordofan,current,2019-06-01,2019-08-31,1,979787,0.57,2019-06
2041,2019-06-01,SDN,42813000,West Kordofan,current,2019-06-01,2019-08-31,2,485870,0.28,2019-06
2042,2019-06-01,SDN,42813000,West Kordofan,current,2019-06-01,2019-08-31,3,189031,0.11,2019-06
2043,2019-06-01,SDN,42813000,West Kordofan,current,2019-06-01,2019-08-31,4,76349,0.04,2019-06
2044,2019-06-01,SDN,42813000,West Kordofan,current,2019-06-01,2019-08-31,5,0,0.0,2019-06
2045,2019-06-01,SDN,42813000,Red Sea,current,2019-06-01,2019-08-31,all,1502834,1.0,2019-06
2046,2019-06-01,SDN,42813000,Red Sea,current,2019-06-01,2019-08-31,3+,424885,0.28,2019-06
2047,2019-06-01,SDN,42813000,Red Sea,current,2019-06-01,2019-08-31,1,571085,0.38,2019-06
2048,2019-06-01,SDN,42813000,Red Sea,current,2019-06-01,2019-08-31,2,506864,0.34,2019-06
2049,2019-06-01,SDN,42813000,Red Sea,current,2019-06-01,2019-08-31,3,305316,0.2,2019-06
2050,2019-06-01,SDN,42813000,Red Sea,current,2019-06-01,2019-08-31,4,119569,0.08,2019-06
2051,2019-06-01,SDN,42813000,Red Sea,current,2019-06-01,2019-08-31,5,0,0.0,2019-06
2052,2019-06-01,SDN,42813000,Kassala,current,2019-06-01,2019-08-31,all,2611518,1.0,2019-06
2053,2019-06-01,SDN,42813000,Kassala,current,2019-06-01,2019-08-31,3+,431049,0.17,2019-06
2054,2019-06-01,SDN,42813000,Kassala,current,2019-06-01,2019-08-31,1,848038,0.32,2019-06
2055,2019-06-01,SDN,42813000,Kassala,current,2019-06-01,2019-08-31,2,1332431,0.51,2019-06
2056,2019-06-01,SDN,42813000,Kassala,current,2019-06-01,2019-08-31,3,431049,0.17,2019-06
2057,2019-06-01,SDN,42813000,Kassala,current,2019-06-01,2019-08-31,4,0,0.0,2019-06
2058,2019-06-01,SDN,42813000,Kassala,current,2019-06-01,2019-08-31,5,0,0.0,2019-06
2059,2019-06-01,SDN,42813000,Gedaref,current,2019-06-01,2019-08-31,all,2319544,1.0,2019-06
2060,2019-06-01,SDN,42813000,Gedaref,current,2019-06-01,2019-08-31,3+,289758,0.12,2019-06
2061,2019-06-01,SDN,42813000,Gedaref,current,2019-06-01,2019-08-31,1,1613909,0.7,2019-06
2062,2019-06-01,SDN,42813000,Gedaref,current,2019-06-01,2019-08-31,2,415876,0.18,2019-06
2063,2019-06-01,SDN,42813000,Gedaref,current,2019-06-01,2019-08-31,3,237424,0.1,2019-06
2064,2019-06-01,SDN,42813000,Gedaref,current,2019-06-01,2019-08-31,4,52334,0.02,2019-06
2065,2019-06-01,SDN,42813000,Gedaref,current,2019-06-01,2019-08-31,5,0,0.0,2019-06
2066,2019-06-01,SDN,42813000,River Nile,current,2019-06-01,2019-08-31,all,1556859,1.0,2019-06
2067,2019-06-01,SDN,42813000,River Nile,current,2019-06-01,2019-08-31,3+,68169,0.04,2019-06
2068,2019-06-01,SDN,42813000,River Nile,current,2019-06-01,2019-08-31,1,1280821,0.82,2019-06
2069,2019-06-01,SDN,42813000,River Nile,current,2019-06-01,2019-08-31,2,207869,0.13,2019-06
2070,2019-06-01,SDN,42813000,River Nile,current,2019-06-01,2019-08-31,3,68169,0.04,2019-06
2071,2019-06-01,SDN,42813000,River Nile,current,2019-06-01,2019-08-31,4,0,0.0,2019-06
2072,2019-06-01,SDN,42813000,River Nile,current,2019-06-01,2019-08-31,5,0,0.0,2019-06
2073,2019-06-01,SDN,42813000,Aj Jazirah,current,2019-06-01,2019-08-31,all,5280032,1.0,2019-06
2074,2019-06-01,SDN,42813000,Aj Jazirah,current,2019-06-01,2019-08-31,3+,275740,0.05,2019-06
2075,2019-06-01,SDN,42813000,Aj Jazirah,current,2019-06-01,2019-08-31,1,4214490,0.8,2019-06
2076,2019-06-01,SDN,42813000,Aj Jazirah,current,2019-06-01,2019-08-31,2,789802,0.15,2019-06
2077,2019-06-01,SDN,42813000,Aj Jazirah,current,2019-06-01,2019-08-31,3,275740,0.05,2019-06
2078,2019-06-01,SDN,42813000,Aj Jazirah,current,2019-06-01,2019-08-31,4,0,0.0,2019-06
2079,2019-06-01,SDN,42813000,Aj Jazirah,current,2019-06-01,2019-08-31,5,0,0.0,2019-06
2080,2019-06-01,SDN,42813000,Sennar,current,2019-06-01,2019-08-31,all,1996813,1.0,2019-06
2081,2019-06-01,SDN,42813000,Sennar,current,2019-06-01,2019-08-31,3+,202026,0.1,2019-06
2082,2019-06-01,SDN,42813000,Sennar,current,2019-06-01,2019-08-31,1,1619406,0.81,2019-06
2083,2019-06-01,SDN,42813000,Sennar,current,2019-06-01,2019-08-31,2,175382,0.09,2019-06
2084,2019-06-01,SDN,42813000,Sennar,current,2019-06-01,2019-08-31,3,202026,0.1,2019-06
2085,2019-06-01,SDN,42813000,Sennar,current,2019-06-01,2019-08-31,4,0,0.0,2019-06
2086,2019-06-01,SDN,42813000,Sennar,current,2019-06-01,2019-08-31,5,0,0.0,2019-06
2087,2019-06-01,SDN,42813000,Khartoum,current,2019-06-01,2019-08-31,all,8330411,1.0,2019-06
2088,2019-06-01,SDN,42813000,Khartoum,current,2019-06-01,2019-08-31,3+,793055,0.1,2019-06
2089,2019-06-01,SDN,42813000,Khartoum,current,2019-06-01,2019-08-31,1,5233164,0.62,2019-06
2090,2019-06-01,SDN,42813000,Khartoum,current,2019-06-01,2019-08-31,2,2304192,0.28,2019-06
2091,2019-06-01,SDN,42813000,Khartoum,current,2019-06-01,2019-08-31,3,718914,0.09,2019-06
2092,2019-06-01,SDN,42813000,Khartoum,current,2019-06-01,2019-08-31,4,74141,0.01,2019-06
2093,2019-06-01,SDN,42813000,Khartoum,current,2019-06-01,2019-08-31,5,0,0.0,2019-06
2094,2019-06-01,SDN,42813000,Central Darfur,current,2019-06-01,2019-08-31,all,1683745,1.0,2019-06
2095,2019-06-01,SDN,42813000,Central Darfur,current,2019-06-01,2019-08-31,3+,363822,0.22,2019-06
2096,2019-06-01,SDN,42813000,Central Darfur,current,2019-06-01,2019-08-31,1,961298,0.57,2019-06
2097,2019-06-01,SDN,42813000,Central Darfur,current,2019-06-01,2019-08-31,2,358626,0.21,2019-06
2098,2019-06-01,SDN,42813000,Central Darfur,current,2019-06-01,2019-08-31,3,250044,0.15,2019-06
2099,2019-06-01,SDN,42813000,Central Darfur,current,2019-06-01,2019-08-31,4,113778,0.07,2019-06
2100,2019-06-01,SDN,42813000,Central Darfur,current,2019-06-01,2019-08-31,5,0,0.0,2019-06
2101,2019-06-01,SDN,42813000,South Kordofan,current,2019-06-01,2019-08-31,all,1536622,1.0,2019-06
2102,2019-06-01,SDN,42813000,South Kordofan,current,2019-06-01,2019-08-31,3+,607435,0.4,2019-06
2103,2019-06-01,SDN,42813000,South Kordofan,current,2019-06-01,2019-08-31,1,323703,0.21,2019-06
2104,2019-06-01,SDN,42813000,South Kordofan,current,2019-06-01,2019-08-31,2,605484,0.39,2019-06
2105,2019-06-01,SDN,42813000,South Kordofan,current,2019-06-01,2019-08-31,3,488751,0.32,2019-06
2106,2019-06-01,SDN,42813000,South Kordofan,current,2019-06-01,2019-08-31,4,118684,0.08,2019-06
2107,2019-06-01,SDN,42813000,South Kordofan,current,2019-06-01,2019-08-31,5,0,0.0,2019-06
2108,2019-06-01,SDN,42813000,Northern,current,2019-06-01,2019-08-31,all,964343,1.0,2019-06
2109,2019-06-01,SDN,42813000,Northern,current,2019-06-01,2019-08-31,3+,0,0.0,2019-06
2110,2019-06-01,SDN,42813000,Northern,current,2019-06-01,2019-08-31,1,821897,0.85,2019-06
2111,2019-06-01,SDN,42813000,Northern,current,2019-06-01,2019-08-31,2,142445,0.15,2019-06
2112,2019-06-01,SDN,42813000,Northern,current,2019-06-01,2019-08-31,3,0,0.0,2019-06
2113,2019-06-01,SDN,42813000,Northern,current,2019-06-01,2019-08-31,4,0,0.0,2019-06
2114,2019-06-01,SDN,42813000,Northern,current,2019-06-01,2019-08-31,5,0,0.0,2019-06
2115,2019-06-01,SDN,42813000,North Darfur,current,2019-06-01,2019-08-31,all,1831154,1.0,2019-06
2116,2019-06-01,SDN,42813000,North Darfur,current,2019-06-01,2019-08-31,3+,447501,0.25,2019-06
2117,2019-06-01,SDN,42813000,North Darfur,current,2019-06-01,2019-08-31,1,313202,0.17,2019-06
