,date_analysis,country,total_population,region,validity_period,date_from,date_to,phase,affected_number,percentage,month
1653,2020-10-01,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,all,1564643,1.0,2020-10
1654,2020-10-01,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,3+,128254,0.08,2020-10
1655,2020-10-01,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,1,924195,0.59,2020-10
1656,2020-10-01,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,2,512195,0.33,2020-10
1657,2020-10-01,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,3,128254,0.08,2020-10
1658,2020-10-01,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,4,0,0.0,2020-10
1659,2020-10-01,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-10
1660,2020-10-01,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,all,1748349,1.0,2020-10
1661,2020-10-01,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,3+,152063,0.09,2020-10
1662,2020-10-01,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,1,1030183,0.59,2020-10
1663,2020-10-01,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,2,566103,0.32,2020-10
1664,2020-10-01,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,3,141841,0.08,2020-10
1665,2020-10-01,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,4,10222,0.01,2020-10
1666,2020-10-01,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-10
1667,2020-10-01,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,all,1510348,1.0,2020-10
1668,2020-10-01,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,3+,310457,0.2,2020-10
1669,2020-10-01,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,1,559588,0.37,2020-10
1670,2020-10-01,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,2,640304,0.42,2020-10
1671,2020-10-01,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,3,249135,0.16,2020-10
1672,2020-10-01,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,4,61321,0.04,2020-10
1673,2020-10-01,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-10
1674,2020-10-01,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,all,2426498,1.0,2020-10
1675,2020-10-01,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,3+,560925,0.23,2020-10
1676,2020-10-01,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,1,643668,0.27,2020-10
1677,2020-10-01,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,2,1221904,0.5,2020-10
1678,2020-10-01,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,3,368863,0.15,2020-10
1679,2020-10-01,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,4,192062,0.08,2020-10
1680,2020-10-01,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-10
1681,2020-10-01,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,all,2612410,1.0,2020-10
1682,2020-10-01,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,3+,479350,0.18,2020-10
1683,2020-10-01,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,1,976814,0.37,2020-10
1684,2020-10-01,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,2,1156246,0.44,2020-10
1685,2020-10-01,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,3,339933,0.13,2020-10
1686,2020-10-01,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,4,139417,0.05,2020-10
1687,2020-10-01,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-10
1688,2020-10-01,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,all,3702165,1.0,2020-10
1689,2020-10-01,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,3+,363656,0.1,2020-10
1690,2020-10-01,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,1,1871528,0.51,2020-10
1691,2020-10-01,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,2,1466980,0.4,2020-10
1692,2020-10-01,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,3,363656,0.1,2020-10
1693,2020-10-01,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,4,0,0.0,2020-10
1694,2020-10-01,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-10
1695,2020-10-01,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,all,5283870,1.0,2020-10
1696,2020-10-01,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,3+,751140,0.14,2020-10
1697,2020-10-01,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,1,2224301,0.42,2020-10
1698,2020-10-01,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,2,2308429,0.44,2020-10
1699,2020-10-01,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,3,700021,0.13,2020-10
1700,2020-10-01,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,4,51119,0.01,2020-10
1701,2020-10-01,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-10
1702,2020-10-01,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,all,8497019,1.0,2020-10
1703,2020-10-01,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,3+,1274553,0.15,2020-10
1704,2020-10-01,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,1,3959611,0.47,2020-10
1705,2020-10-01,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,2,3262855,0.38,2020-10
1706,2020-10-01,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,3,849702,0.1,2020-10
1707,2020-10-01,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,4,424851,0.05,2020-10
1708,2020-10-01,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-10
1709,2020-10-01,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,all,1078878,1.0,2020-10
1710,2020-10-01,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,3+,149743,0.14,2020-10
1711,2020-10-01,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,1,513038,0.48,2020-10
1712,2020-10-01,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,2,416097,0.39,2020-10
1713,2020-10-01,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,3,149743,0.14,2020-10
1714,2020-10-01,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,4,0,0.0,2020-10
1715,2020-10-01,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-10
1716,2020-10-01,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,all,1838371,1.0,2020-10
1717,2020-10-01,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,3+,212747,0.12,2020-10
1718,2020-10-01,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,1,1242025,0.68,2020-10
1719,2020-10-01,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,2,383600,0.21,2020-10
1720,2020-10-01,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,3,212747,0.12,2020-10
1721,2020-10-01,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,4,0,0.0,2020-10
1722,2020-10-01,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-10
1723,2020-10-01,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,all,1692165,1.0,2020-10
1724,2020-10-01,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,3+,278462,0.16,2020-10
1725,2020-10-01,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,1,1107282,0.65,2020-10
1726,2020-10-01,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,2,306421,0.18,2020-10
1727,2020-10-01,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,3,222383,0.13,2020-10
1728,2020-10-01,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,4,56080,0.03,2020-10
1729,2020-10-01,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-10
1730,2020-10-01,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,all,1273283,1.0,2020-10
1731,2020-10-01,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,3+,240429,0.19,2020-10
1732,2020-10-01,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,1,440721,0.35,2020-10
1733,2020-10-01,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,2,592133,0.47,2020-10
1734,2020-10-01,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,3,195721,0.15,2020-10
1735,2020-10-01,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,4,44707,0.04,2020-10
1736,2020-10-01,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-10
1737,2020-10-01,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,all,2624576,1.0,2020-10
1738,2020-10-01,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,3+,482310,0.18,2020-10
1739,2020-10-01,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,1,1068855,0.41,2020-10
1740,2020-10-01,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,2,1073411,0.41,2020-10
1741,2020-10-01,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,3,449324,0.17,2020-10
1742,2020-10-01,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,4,32987,0.01,2020-10
1743,2020-10-01,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-10
1744,2020-10-01,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,all,1940794,1.0,2020-10
1745,2020-10-01,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,3+,432683,0.22,2020-10
1746,2020-10-01,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,1,824235,0.42,2020-10
1747,2020-10-01,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,2,683876,0.35,2020-10
1748,2020-10-01,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,3,371454,0.19,2020-10
1749,2020-10-01,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,4,61229,0.03,2020-10
1750,2020-10-01,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-10
1751,2020-10-01,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,all,2016780,1.0,2020-10
1752,2020-10-01,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,3+,321868,0.16,2020-10
1753,2020-10-01,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,1,1000998,0.5,2020-10
1754,2020-10-01,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,2,693914,0.34,2020-10
1755,2020-10-01,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,3,279020,0.14,2020-10
1756,2020-10-01,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,4,42848,0.02,2020-10
1757,2020-10-01,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-10
1758,2020-10-01,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,all,969164,1.0,2020-10
1759,2020-10-01,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,3+,90378,0.09,2020-10
1760,2020-10-01,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,1,527683,0.54,2020-10
1761,2020-10-01,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,2,351103,0.36,2020-10
1762,2020-10-01,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,3,90378,0.09,2020-10
1763,2020-10-01,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,4,0,0.0,2020-10
1764,2020-10-01,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-10
1765,2020-06-01,SDN,45319635,South Kordofan,current,2020-06-01,2020-09-30,all,1902123,1.0,2020-06
1766,2020-06-01,SDN,45319635,South Kordofan,current,2020-06-01,2020-09-30,3+,717250,0.38,2020-06
1767,2020-06-01,SDN,45319635,South Kordofan,current,2020-06-01,2020-09-30,1,484483,0.24,2020-06
1768,2020-06-01,SDN,45319635,South Kordofan,current,2020-06-01,2020-09-30,2,700391,0.37,2020-06
1769,2020-06-01,SDN,45319635,South Kordofan,current,2020-06-01,2020-09-30,3,532468,0.28,2020-06
1770,2020-06-01,SDN,45319635,South Kordofan,current,2020-06-01,2020-09-30,4,184783,0.1,2020-06
1771,2020-06-01,SDN,45319635,South Kordofan,current,2020-06-01,2020-09-30,5,0,0.0,2020-06
1772,2020-06-01,SDN,45319635,South Kordofan,first projection,2020-10-01,2020-12-31,all,1902123,1.0,2020-06
1773,2020-06-01,SDN,45319635,South Kordofan,first projection,2020-10-01,2020-12-31,3+,398266,0.21,2020-06
1774,2020-06-01,SDN,45319635,South Kordofan,first projection,2020-10-01,2020-12-31,1,673633,0.35,2020-06
1775,2020-06-01,SDN,45319635,South Kordofan,first projection,2020-10-01,2020-12-31,2,830224,0.44,2020-06
1776,2020-06-01,SDN,45319635,South Kordofan,first projection,2020-10-01,2020-12-31,3,290614,0.15,2020-06
1777,2020-06-01,SDN,45319635,South Kordofan,first projection,2020-10-01,2020-12-31,4,107652,0.06,2020-06
1778,2020-06-01,SDN,45319635,South Kordofan,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-06
1779,2020-06-01,SDN,45319635,Sennar,current,2020-06-01,2020-09-30,all,2016780,1.0,2020-06
1780,2020-06-01,SDN,45319635,Sennar,current,2020-06-01,2020-09-30,3+,373008,0.18,2020-06
1781,2020-06-01,SDN,45319635,Sennar,current,2020-06-01,2020-09-30,1,839345,0.41,2020-06
1782,2020-06-01,SDN,45319635,Sennar,current,2020-06-01,2020-09-30,2,804428,0.4,2020-06
1783,2020-06-01,SDN,45319635,Sennar,current,2020-06-01,2020-09-30,3,324211,0.16,2020-06
1784,2020-06-01,SDN,45319635,Sennar,current,2020-06-01,2020-09-30,4,48797,0.02,2020-06
1785,2020-06-01,SDN,45319635,Sennar,current,2020-06-01,2020-09-30,5,0,0.0,2020-06
1786,2020-06-01,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,all,2016780,1.0,2020-06
1787,2020-06-01,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,3+,201678,0.1,2020-06
1788,2020-06-01,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,1,1193542,0.59,2020-06
1789,2020-06-01,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,2,621560,0.31,2020-06
1790,2020-06-01,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,3,201678,0.1,2020-06
1791,2020-06-01,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,4,0,0.0,2020-06
1792,2020-06-01,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-06
1793,2020-06-01,SDN,45319635,Blue Nile,current,2020-06-01,2020-09-30,all,1273283,1.0,2020-06
1794,2020-06-01,SDN,45319635,Blue Nile,current,2020-06-01,2020-09-30,3+,432713,0.34,2020-06
1795,2020-06-01,SDN,45319635,Blue Nile,current,2020-06-01,2020-09-30,1,356570,0.27,2020-06
1796,2020-06-01,SDN,45319635,Blue Nile,current,2020-06-01,2020-09-30,2,484000,0.38,2020-06
1797,2020-06-01,SDN,45319635,Blue Nile,current,2020-06-01,2020-09-30,3,344963,0.27,2020-06
1798,2020-06-01,SDN,45319635,Blue Nile,current,2020-06-01,2020-09-30,4,87749,0.07,2020-06
1799,2020-06-01,SDN,45319635,Blue Nile,current,2020-06-01,2020-09-30,5,0,0.0,2020-06
1800,2020-06-01,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,all,1273283,1.0,2020-06
1801,2020-06-01,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,3+,226961,0.17,2020-06
1802,2020-06-01,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,1,460321,0.36,2020-06
1803,2020-06-01,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,2,586001,0.46,2020-06
1804,2020-06-01,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,3,195721,0.15,2020-06
1805,2020-06-01,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,4,31240,0.02,2020-06
1806,2020-06-01,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-06
1807,2020-06-01,SDN,45319635,River Nile,current,2020-06-01,2020-09-30,all,1564643,1.0,2020-06
1808,2020-06-01,SDN,45319635,River Nile,current,2020-06-01,2020-09-30,3+,118109,0.08,2020-06
1809,2020-06-01,SDN,45319635,River Nile,current,2020-06-01,2020-09-30,1,1161323,0.73,2020-06
1810,2020-06-01,SDN,45319635,River Nile,current,2020-06-01,2020-09-30,2,285212,0.18,2020-06
1811,2020-06-01,SDN,45319635,River Nile,current,2020-06-01,2020-09-30,3,118109,0.08,2020-06
1812,2020-06-01,SDN,45319635,River Nile,current,2020-06-01,2020-09-30,4,0,0.0,2020-06
1813,2020-06-01,SDN,45319635,River Nile,current,2020-06-01,2020-09-30,5,0,0.0,2020-06
1814,2020-06-01,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,all,1564643,1.0,2020-06
1815,2020-06-01,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,3+,108677,0.07,2020-06
1816,2020-06-01,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,1,1061264,0.68,2020-06
1817,2020-06-01,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,2,394702,0.25,2020-06
1818,2020-06-01,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,3,108677,0.07,2020-06
1819,2020-06-01,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,4,0,0.0,2020-06
1820,2020-06-01,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-06
1821,2020-06-01,SDN,45319635,Aj Jazirah,current,2020-06-01,2020-09-30,all,5283870,1.0,2020-06
1822,2020-06-01,SDN,45319635,Aj Jazirah,current,2020-06-01,2020-09-30,3+,878356,0.17,2020-06
1823,2020-06-01,SDN,45319635,Aj Jazirah,current,2020-06-01,2020-09-30,1,2518220,0.47,2020-06
1824,2020-06-01,SDN,45319635,Aj Jazirah,current,2020-06-01,2020-09-30,2,1887295,0.36,2020-06
1825,2020-06-01,SDN,45319635,Aj Jazirah,current,2020-06-01,2020-09-30,3,645624,0.12,2020-06
1826,2020-06-01,SDN,45319635,Aj Jazirah,current,2020-06-01,2020-09-30,4,232732,0.04,2020-06
1827,2020-06-01,SDN,45319635,Aj Jazirah,current,2020-06-01,2020-09-30,5,0,0.0,2020-06
1828,2020-06-01,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,all,5283870,1.0,2020-06
1829,2020-06-01,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,3+,508341,0.1,2020-06
1830,2020-06-01,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,1,2518219,0.48,2020-06
1831,2020-06-01,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,2,2257310,0.43,2020-06
1832,2020-06-01,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,3,473685,0.09,2020-06
1833,2020-06-01,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,4,34656,0.01,2020-06
1834,2020-06-01,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-06
1835,2020-06-01,SDN,45319635,East Darfur,current,2020-06-01,2020-09-30,all,1078878,1.0,2020-06
1836,2020-06-01,SDN,45319635,East Darfur,current,2020-06-01,2020-09-30,3+,210717,0.2,2020-06
1837,2020-06-01,SDN,45319635,East Darfur,current,2020-06-01,2020-09-30,1,368522,0.33,2020-06
1838,2020-06-01,SDN,45319635,East Darfur,current,2020-06-01,2020-09-30,2,499639,0.46,2020-06
1839,2020-06-01,SDN,45319635,East Darfur,current,2020-06-01,2020-09-30,3,179837,0.17,2020-06
1840,2020-06-01,SDN,45319635,East Darfur,current,2020-06-01,2020-09-30,4,30880,0.03,2020-06
1841,2020-06-01,SDN,45319635,East Darfur,current,2020-06-01,2020-09-30,5,0,0.0,2020-06
1842,2020-06-01,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,all,1078878,1.0,2020-06
1843,2020-06-01,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,3+,149743,0.14,2020-06
1844,2020-06-01,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,1,525231,0.49,2020-06
1845,2020-06-01,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,2,403905,0.37,2020-06
1846,2020-06-01,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,3,149743,0.14,2020-06
1847,2020-06-01,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,4,0,0.0,2020-06
1848,2020-06-01,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-06
1849,2020-06-01,SDN,45319635,South Darfur,current,2020-06-01,2020-09-30,all,3702165,1.0,2020-06
1850,2020-06-01,SDN,45319635,South Darfur,current,2020-06-01,2020-09-30,3+,760175,0.21,2020-06
1851,2020-06-01,SDN,45319635,South Darfur,current,2020-06-01,2020-09-30,1,1158757,0.3,2020-06
1852,2020-06-01,SDN,45319635,South Darfur,current,2020-06-01,2020-09-30,2,1783234,0.48,2020-06
1853,2020-06-01,SDN,45319635,South Darfur,current,2020-06-01,2020-09-30,3,618028,0.17,2020-06
1854,2020-06-01,SDN,45319635,South Darfur,current,2020-06-01,2020-09-30,4,142147,0.04,2020-06
1855,2020-06-01,SDN,45319635,South Darfur,current,2020-06-01,2020-09-30,5,0,0.0,2020-06
1856,2020-06-01,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,all,3702165,1.0,2020-06
1857,2020-06-01,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,3+,312952,0.08,2020-06
1858,2020-06-01,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,1,2078636,0.56,2020-06
1859,2020-06-01,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,2,1310577,0.35,2020-06
1860,2020-06-01,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,3,312952,0.08,2020-06
1861,2020-06-01,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,4,0,0.0,2020-06
1862,2020-06-01,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-06
1863,2020-06-01,SDN,45319635,North Darfur,current,2020-06-01,2020-09-30,all,2426498,1.0,2020-06
1864,2020-06-01,SDN,45319635,North Darfur,current,2020-06-01,2020-09-30,3+,776835,0.32,2020-06
1865,2020-06-01,SDN,45319635,North Darfur,current,2020-06-01,2020-09-30,1,564816,0.22,2020-06
1866,2020-06-01,SDN,45319635,North Darfur,current,2020-06-01,2020-09-30,2,1084848,0.45,2020-06
1867,2020-06-01,SDN,45319635,North Darfur,current,2020-06-01,2020-09-30,3,505858,0.21,2020-06
1868,2020-06-01,SDN,45319635,North Darfur,current,2020-06-01,2020-09-30,4,270977,0.11,2020-06
1869,2020-06-01,SDN,45319635,North Darfur,current,2020-06-01,2020-09-30,5,0,0.0,2020-06
1870,2020-06-01,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,all,2426498,1.0,2020-06
1871,2020-06-01,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,3+,526290,0.22,2020-06
1872,2020-06-01,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,1,643668,0.27,2020-06
1873,2020-06-01,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,2,1256540,0.52,2020-06
1874,2020-06-01,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,3,334228,0.14,2020-06
1875,2020-06-01,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,4,192062,0.08,2020-06
1876,2020-06-01,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-06
1877,2020-06-01,SDN,45319635,Northern,current,2020-06-01,2020-09-30,all,969164,1.0,2020-06
1878,2020-06-01,SDN,45319635,Northern,current,2020-06-01,2020-09-30,3+,79579,0.08,2020-06
1879,2020-06-01,SDN,45319635,Northern,current,2020-06-01,2020-09-30,1,648245,0.66,2020-06
1880,2020-06-01,SDN,45319635,Northern,current,2020-06-01,2020-09-30,2,241340,0.25,2020-06
1881,2020-06-01,SDN,45319635,Northern,current,2020-06-01,2020-09-30,3,79579,0.08,2020-06
1882,2020-06-01,SDN,45319635,Northern,current,2020-06-01,2020-09-30,4,0,0.0,2020-06
1883,2020-06-01,SDN,45319635,Northern,current,2020-06-01,2020-09-30,5,0,0.0,2020-06
1884,2020-06-01,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,all,969164,1.0,2020-06
1885,2020-06-01,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,3+,74014,0.08,2020-06
1886,2020-06-01,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,1,578383,0.6,2020-06
1887,2020-06-01,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,2,316766,0.33,2020-06
1888,2020-06-01,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,3,74014,0.08,2020-06
1889,2020-06-01,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,4,0,0.0,2020-06
1890,2020-06-01,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,5,0,0.0,2020-06
1891,2020-06-01,SDN,45319635,North Kordofan,current,2020-06-01,2020-09-30,all,2126327,1.0,2020-06
1892,2020-06-01,SDN,45319635,North Kordofan,current,2020-06-01,2020-09-30,3+,452862,0.21,2020-06
1893,2020-06-01,SDN,45319635,North Kordofan,current,2020-06-01,2020-09-30,1,951891,0.45,2020-06
1894,2020-06-01,SDN,45319635,North Kordofan,current,2020-06-01,2020-09-30,2,721574,0.34,2020-06
1895,2020-06-01,SDN,45319635,North Kordofan,current,2020-06-01,2020-09-30,3,452862,0.21,2020-06
1896,2020-06-01,SDN,45319635,North Kordofan,current,2020-06-01,2020-09-30,4,0,0.0,2020-06
1897,2020-06-01,SDN,45319635,North Kordofan,current,2020-06-01,2020-09-30,5,0,0.0,2020-06
1898,2020-06-01,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,all,2126327,1.0,2020-06
1899,2020-06-01,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,3+,334494,0.16,2020-06
1900,2020-06-01,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,1,1132448,0.53,2020-06
1901,2020-06-01,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,2,659385,0.31,2020-06
1902,2020-06-01,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,3,334494,0.16,2020-06
